Dates,feature1_1_period,feature1_5_period,feature1_21_period,feature2_1_period,feature2_5_period,feature2_21_period,feature3_1_period,feature3_5_period,feature3_21_period,feature4_1_period,feature4_5_period,feature4_21_period,feature5_1_period,feature5_5_period,feature5_21_period,feature6_1_period,feature6_5_period,feature6_21_period,feature7_1_period,feature7_5_period,feature7_21_period,feature8_1_period,feature8_5_period,feature8_21_period,feature9_1_period,feature9_5_period,feature9_21_period,feature10_1_period,feature10_5_period,feature10_21_period,feature11_1_period,feature11_5_period,feature11_21_period,feature12_1_period,feature12_5_period,feature12_21_period,feature13_1_period,feature13_5_period,feature13_21_period,feature14_1_period,feature14_5_period,feature14_21_period,feature15_1_period,feature15_5_period,feature15_21_period,feature16_1_period,feature16_5_period,feature16_21_period,feature17_1_period,feature17_5_period,feature17_21_period,feature18_1_period,feature18_5_period,feature18_21_period,feature19_1_period,feature19_5_period,feature19_21_period,feature20_1_period,feature20_5_period,feature20_21_period
2000-01-21,-0.023381294964028743,-0.010928961748634003,,-0.028917545916373744,0.10346358792184729,,-0.04922454484153749,0.05657549644061444,,-2277.0,-2405.0,,-2157.0,189.0,,,,,0.45000000000000284,0.09000000000000341,,-0.9299999999999997,-0.8900000000000006,,,,,0.007499999999999951,0.014399999999999968,,,,,-0.03399999999999981,0.02800000000000047,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-24,-0.025782688766114115,-0.029357798165137616,,0.01730382293762589,0.08871662360034449,,-0.013120567375886516,-0.006780870806566752,,-436.0,-1893.0,,789.0,563.0,,,,,0.39000000000000057,0.4300000000000068,,3.25,4.41,,,,,-0.0048000000000000265,0.006599999999999939,,,,,-0.05200000000000049,-0.02400000000000002,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-25,0.005671077504725952,0.005671077504725952,,0.034810126582278444,0.09777591271506503,,0.016169601149838453,-0.019757365684575423,,586.0,-6241.0,,-1294.0,-1848.0,,,,,0.20999999999999375,0.5499999999999972,,-1.0500000000000007,1.5199999999999996,,,,,-0.0015999999999999348,0.0044000000000000705,,,,,0.02600000000000069,-0.032999999999999474,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-26,0.015037593984962516,-0.016393442622950838,,-0.03555045871559637,0.04385601985932985,,-0.015558698727015652,-0.057549085985104886,,9300.0,7125.0,,-1551.0,-3189.0,,,,,0.030000000000001137,0.6799999999999926,,0.010000000000001563,1.3100000000000023,,,,,-9.999999999998899e-05,0.0038000000000000256,,,,,0.009999999999999787,-0.006000000000000227,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-27,0.0018518518518517713,-0.026978417266186994,,0.0344827586206895,0.01992966002344665,,-0.01867816091954022,-0.078894133513149,,-3716.0,3457.0,,-720.0,-4933.0,,,,,0.730000000000004,1.8100000000000023,,0.509999999999998,1.7899999999999991,,,,,-0.000500000000000056,0.0004999999999999449,,,,,0.06400000000000006,0.014000000000000234,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-28,0.01109057301293892,0.007366482504604033,,-0.029885057471264354,0.018913480885311973,,-0.0036603221083455484,-0.034751773049645385,,-4629.0,1105.0,,-582.0,-3358.0,,,,,1.3100000000000023,2.6700000000000017,,2.6000000000000014,5.32,,,,,-0.005800000000000027,-0.012800000000000034,,,,,0.051000000000000156,0.0990000000000002,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-31,-0.009140767824497242,0.02457466918714557,,0.05134281200631907,0.053006329113924,,0.01542983100661277,-0.006827164929931628,,7349.0,8890.0,,-4169.0,-8316.0,,,,,0.6499999999999915,2.9299999999999926,,-1.1900000000000013,0.879999999999999,,,,,0.0046000000000000485,-0.0033999999999999586,,,,,0.03399999999999981,0.1850000000000005,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-01,-0.005535055350553542,0.013157894736842035,,0.013899323816679132,0.0317278287461773,,0.02098408104196814,-0.0021216407355022504,,-11017.0,-2713.0,,373.0,-6649.0,,,,,-0.20999999999999375,2.510000000000005,4.700000000000003,-1.5,0.4299999999999997,,,,,0.0,-0.0018000000000000238,0.010700000000000043,,,,-0.017000000000000348,0.14199999999999946,0.1899999999999995,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-02,0.020408163265306145,0.01851851851851838,-0.09836065573770492,0.022230455724342457,0.09353943717796254,,-0.02374202693125438,-0.01041666666666663,,846.0,-11167.0,-61.0,-371.0,-5469.0,-1660.0,,,,-0.12999999999999545,2.3500000000000085,4.38000000000001,-0.3299999999999983,0.08999999999999986,-1.0899999999999999,,,,-0.0006000000000000449,-0.0023000000000000798,0.01959999999999995,,,,0.017999999999999794,0.14999999999999947,0.29299999999999926,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-03,0.020000000000000018,0.0369685767097967,-0.02772963604852674,-0.03624501631025734,0.018773946360153282,0.22196691176470562,0.017422867513611662,0.02598828696925337,0.09706457925636003,12600.0,5149.0,-3945.0,-2686.0,-7435.0,-7806.0,,,,-0.9900000000000091,0.6299999999999955,3.4200000000000017,-1.1099999999999994,-1.5299999999999976,-5.0,,,,0.0008000000000000229,-0.0010000000000000009,0.016900000000000026,,,,-0.06899999999999995,0.01699999999999946,0.16500000000000004,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-04,0.03208556149732611,0.058500914076782484,-0.0034423407917383297,0.031214742384355176,0.08293838862559233,0.2647601476014758,0.02818408847663223,0.05878030859662009,0.1569650742673625,-4692.0,5086.0,6053.0,-1598.0,-8451.0,-7953.0,,,,0.4900000000000091,-0.18999999999999773,3.8100000000000023,-0.4700000000000024,-4.600000000000001,-4.870000000000001,,,,0.0049000000000000155,0.009700000000000042,0.022599999999999953,,,,0.09500000000000064,0.06099999999999994,0.31899999999999995,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-07,-0.022452504317789224,0.04428044280442811,-0.01906412478336217,-0.06564551422319476,-0.037565740045078955,0.16666666666666652,-0.012838306731436488,0.029305354558610608,0.14810330912025815,7361.0,5098.0,12714.0,-5820.0,-10102.0,-13078.0,,,,0.3499999999999943,-0.4899999999999949,3.9200000000000017,1.25,-2.16,-2.9400000000000013,,,,-0.00029999999999996696,0.0048000000000000265,0.017900000000000027,,,,0.0519999999999996,0.07899999999999974,0.3620000000000001,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-08,-0.0229681978798586,0.025974025974025983,-0.05308219178082185,-0.026151444184230987,-0.07558354946276391,0.1481822365393466,-0.015114235500878759,-0.007087172218284921,0.1568951279933939,-5344.0,10771.0,5775.0,-4084.0,-14559.0,-18097.0,,,,-0.4200000000000017,-0.7000000000000028,3.230000000000004,-1.5399999999999991,-2.1999999999999993,-0.46999999999999886,,,,0.0013999999999999568,0.006199999999999983,0.015699999999999936,,,,0.008000000000000007,0.10400000000000009,0.31899999999999995,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-09,-0.007233273056057921,-0.0018181818181818299,-0.05831903945111494,0.018036072144288484,-0.07937658571946349,0.1462093862815883,0.02676659528907921,0.04428312159709624,0.1661937576003243,-5492.0,4433.0,4884.0,-3176.0,-17364.0,-18761.0,,,,-0.7199999999999989,-1.2900000000000063,2.9399999999999977,1.6499999999999986,-0.22000000000000242,1.1899999999999977,,,,-0.0012999999999999678,0.00550000000000006,0.016700000000000048,,,,-0.025000000000000355,0.06099999999999994,0.22499999999999964,,,,,,,,,,,,,,,,,,,,,,,,
